age,sex,job,housing,saving_accounts,checking_account,credit_amount,duration,purpose,risk,credit_per_month,age_risk_band,job_stability,housing_stability,has_saving_account,has_checking_account
30,male,2,rent,little,unknown,1740,6,radio/TV,0,290.0,mature,1,0,1,0
47,male,2,own,little,moderate,2353,21,car,0,112.04761904761905,mature,1,1,1,1
29,male,2,own,unknown,unknown,3556,15,car,0,237.06666666666666,mature,1,1,0,0
35,male,2,own,quite rich,unknown,2397,24,radio/TV,1,99.875,mature,1,1,1,0
22,male,1,own,little,moderate,454,6,repairs,0,75.66666666666667,young,0,1,1,1
26,female,2,own,unknown,moderate,1715,30,radio/TV,0,57.166666666666664,mature,1,1,0,1
23,male,1,own,quite rich,moderate,2520,27,radio/TV,1,93.33333333333333,young,0,1,1,1
54,female,3,rent,little,unknown,3568,15,radio/TV,0,237.86666666666667,mature,1,0,1,0
29,male,2,rent,unknown,unknown,7166,42,radio/TV,0,170.61904761904762,mature,1,0,0,0
40,male,1,own,little,little,3939,11,car,0,358.09090909090907,mature,0,1,1,1
22,male,2,own,moderate,moderate,1514,15,repairs,0,100.93333333333334,young,1,1,1,1
43,male,1,own,little,unknown,7393,24,car,0,308.0416666666667,mature,0,1,1,0
29,female,0,rent,little,little,1193,24,car,1,49.708333333333336,mature,0,0,1,1
36,male,2,rent,little,little,7297,60,business,1,121.61666666666666,mature,1,0,1,1
33,female,2,own,little,unknown,2831,30,radio/TV,0,94.36666666666666,mature,1,1,1,0
57,female,1,own,quite rich,rich,1258,24,radio/TV,0,52.416666666666664,mature,0,1,1,1
64,female,2,own,little,moderate,753,6,radio/TV,0,125.5,senior,1,1,1,1
42,male,2,own,unknown,moderate,2427,18,business,0,134.83333333333334,mature,1,1,0,1
47,male,1,own,little,unknown,2538,24,car,1,105.75,mature,0,1,1,0
25,male,2,rent,moderate,moderate,1264,15,car,1,84.26666666666667,mature,1,0,1,1
49,male,2,own,little,moderate,8386,30,furniture/equipment,1,279.53333333333336,mature,1,1,1,1
33,male,3,rent,little,unknown,4844,48,business,1,100.91666666666667,mature,1,0,1,0
28,female,3,own,moderate,rich,2923,21,car,0,139.1904761904762,mature,1,1,1,1
26,male,2,own,little,little,8229,36,car,1,228.58333333333334,mature,1,1,1,1
30,male,1,own,little,unknown,2028,24,furniture/equipment,0,84.5,mature,0,1,1,0
25,female,2,rent,little,little,1433,15,furniture/equipment,0,95.53333333333333,mature,1,0,1,1
33,male,2,own,little,rich,6289,42,business,0,149.73809523809524,mature,1,1,1,1
64,female,2,own,moderate,unknown,1409,13,radio/TV,0,108.38461538461539,senior,1,1,1,0
29,male,3,free,little,little,6579,24,car,0,274.125,mature,1,0,1,1
48,male,1,own,little,moderate,1743,24,radio/TV,0,72.625,mature,0,1,1,1
37,male,1,own,unknown,unknown,3565,12,education,0,297.0833333333333,mature,0,1,0,0
34,male,1,own,moderate,unknown,1569,15,radio/TV,0,104.6,mature,0,1,1,0
23,male,1,rent,unknown,little,1936,18,radio/TV,0,107.55555555555556,young,0,0,0,1
30,male,3,own,little,little,3959,36,furniture/equipment,0,109.97222222222223,mature,1,1,1,1
50,male,2,own,unknown,unknown,2390,12,car,0,199.16666666666666,mature,1,1,0,0
31,female,1,own,little,unknown,1736,12,furniture/equipment,0,144.66666666666666,mature,0,1,1,0
40,male,3,own,little,little,3857,30,car,0,128.56666666666666,mature,1,1,1,1
38,male,2,own,little,unknown,804,12,radio/TV,0,67.0,mature,1,1,1,0
23,male,2,free,little,little,1845,45,radio/TV,1,41.0,young,1,0,1,1
27,male,2,own,moderate,moderate,4576,45,car,0,101.68888888888888,mature,1,1,1,1
